Rok,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Pocet hlasu lidi,Pocet hlasu v %,Pořadí kand.,Pořadí zvoleni,Mandát
2018,Hončarová Zdeňka,Bc.,44,ODS,ODS,10294,2.11,17,30,-
2018,Horváth Štěpán, ,35,NPJS,BEZPP,1254,2.06,0,11,-
2018,Hovorka Tomáš, ,20,SPD,BEZPP,2289,2.1,0,32,-
2018,Hrabák Jiří, ,65,Soukromníci,BEZPP,160,1.87,0,26,-
2018,Hrabák Petr,Ing.,35,SPD,BEZPP,2447,2.24,0,3,-
2018,Hrabáková Libuše, ,63,SPD,BEZPP,2142,1.96,0,46,-
2018,Hradecká Marie,Mgr.,43,NK,BEZPP,2174,2.06,0,19,-
2018,Hranička Antonín, ,49,BPI,BEZPP,214,2.02,0,25,-
2018,Hrnčíř Bohumil,Ing.,39,TOP 09,TOP 09,2981,1.98,33,37,-
2018,Hrubant Jaroslav, ,28,Piráti,BEZPP,5297,2.05,30,37,-
2018,Hrubeš František,Dr.,66,KSČM,KSČM,2720,2.19,1,4,-
2018,Hubáčková Libuše, ,31,KDU-ČSL,BEZPP,2877,1.99,32,36,-
2018,Hudeček Pavel,Mgr.,49,NK,BEZPP,2252,2.13,0,10,-
2018,Hůla Zdeněk, ,72,KSČM,KSČM,2567,2.06,36,39,-
2018,Hus Miroslav,PhDr.,64,NK,PVP,3003,2.08,17,21,-
2018,Husák Jan,Mgr.,41,ODS,ODS,10280,2.11,10,23,-
2018,Chaloupek Václav,Mgr.,69,OPAT,OPAT,3188,3.96,0,1,-
2018,Chaloupka Milan,MUDr.,63,Soukromníci,BEZPP,291,3.4,0,7,-
2018,Chalupný Michal,Bc.,49,ČSSD,ČSSD,3254,2.3000000000000003,8,11,-
2018,Chára Ondřej, ,23,Monarchiste.cz,BEZPP,269,1.99,0,23,-
2018,Charvátová Karolína, ,26,SPD,BEZPP,2254,2.07,0,40,-
2018,Chloubová Marieta, ,72,Soukromníci,BEZPP,155,1.81,0,29,-
2018,Chmelířová Kateřina,Bc.,24,NPJS,BEZPP,1253,2.06,0,20,-
2018,Cholinský Martin, ,52,Soukromníci,BEZPP,217,2.53,0,6,-
2018,Chomát Martin,MUDr.,47,TOP 09,TOP 09,3114,2.07,22,26,-
2018,Chovanec Milan, ,48,ČSSD,ČSSD,2956,2.09,39,43,-
2018,Jančík Stanislav, ,27,TOP 09,TOP 09,3125,2.08,21,25,-
2018,Janda Zdeněk,Mgr.,40,KSČM,BEZPP,2692,2.17,6,9,-
2018,Jandová Růžena, ,73,NK,BEZPP,379,1.95,0,37,-
2018,Janeček Jiří,Ing.,50,KDU-ČSL,BEZPP,2896,2.0,23,27,-
2018,Janík Dušan,Ing.,34,KDU-ČSL,KDU-ČSL,2816,1.95,35,39,-
2018,Jánošíková Petra,JUDr.,42,KDU-ČSL,BEZPP,2971,2.06,29,33,-
2018,Janoušek Aleš,Mgr.,42,TOP 09,TOP 09,3473,2.31,15,19,-
2018,Janouškovec Pavel,Mgr.,59,KDU-ČSL,KDU-ČSL,4000,2.77,2,3,*
2018,Janovcová Vladimíra,Mgr.,30,Piráti,BEZPP,5440,2.11,20,27,-
2018,Januška Martin,Ing.,36,ČSSD,ČSSD,3096,2.19,10,13,-
2018,Jarošová Jana, ,67,NK,BEZPP,355,1.83,0,44,-
2018,Járová Olga, ,66,NK,BEZPP,381,1.97,0,26,-
2018,Jasná Vanka,Mgr.,60,KSČM,KSČM,2493,2.0,43,46,-
2018,Javůrek Libor, ,73,ODS,ODS,10005,2.05,26,39,-
2018,Jehlička Petr,MUDr.,54,TOP 09,TOP 09,3149,2.09,27,31,-
2018,Jehličková Ilona,Mgr.,54,TOP 09,TOP 09,3609,2.4,2,5,-
2018,Jelínek Vlastimil, ,56,PRO Zdraví,PRO Zdraví,2140,2.03,0,29,-
2018,Jeřábková Jaroslava, ,61,NK,BEZPP,68,5.12,0,6,-
2018,Ježek Kamil,Ing.,35,Piráti,BEZPP,5263,2.04,34,41,-
2018,Ježík Johannes,Vlastimil,48,Monarchiste.cz,Monarchiste.cz,380,2.81,0,4,-
2018,Ježíková Berenika, ,18,Monarchiste.cz,BEZPP,273,2.02,0,29,-
2018,Jilichová Nová,Veronika,41,ODS,ODS,10657,2.19,10,9,*
2018,Jindra Tomáš,DiS.,43,TOP 09,TOP 09,2908,1.93,37,41,-
2018,Julius Petr, ,38,Piráti,BEZPP,4914,1.91,38,45,-
2018,Juliusová Petra, ,45,NPJS,BEZPP,1240,2.04,0,26,-
2018,Káčerek Tomáš,Ing.,50,PRO Zdraví,PRO Zdraví,2159,2.05,0,15,-
2018,Kadlec Jan, ,59,NÁR.SOC.,NÁR.SOC.,578,2.98,0,2,-
2018,Kadlecová Pavla, ,53,SPD,SPD,2310,2.12,0,21,-
2018,Kahoun Tomáš,Ing.,52,SPD,SPD,2414,2.21,0,11,-
2018,Kakeš Jan,Ing.,29,ANO,ANO,10535,2.15,6,19,-
2018,Kalčík Petr, ,39,Soukromníci,BEZPP,171,2.0,0,42,-
2018,Kalián Jan, ,36,ODS,ODS,9427,1.93,32,45,-
2018,Kalous Stanislav, ,35,SPD,BEZPP,2308,2.11,0,22,-
2018,Kaňák Jan,Ing.,65,OPAT,BEZPP,2217,2.75,0,11,-
2018,Kantor Luděk,Bc.,32,KDU-ČSL,KDU-ČSL,2837,1.96,31,35,-
2018,Kantorová Lucie,Mgr.,32,ANO,ANO,10782,2.2,2,2,*
2018,Kantová Jiřina, ,33,DSSS,BEZPP,209,1.97,0,44,-
2018,Kanyicska Tibor, ,52,SPD,BEZPP,2283,2.09,0,33,-
2018,Kapusta Václav,dipl.,42,KDU-ČSL,BEZPP,2925,2.02,26,30,-
2018,Karas Milan,Mgr.,31,ANO,ANO,10196,2.08,26,39,-
2018,Karkoš Petr, ,61,SPD,BEZPP,2264,2.07,0,37,-
2018,Karlíček Viktor, ,20,TOP 09,TOP 09,3212,2.13,12,16,-
2018,Kasík Jan, ,40,Piráti,Piráti,5505,2.13,12,19,-
2018,Kastner Luboš,Ing.,39,TOP 09,TOP 09,2803,1.86,39,43,-
2018,Kastner Petr, ,65,NPJS,NPJS,1269,2.09,0,7,-
2018,Kaše Robert,Mgr.,50,Soukromníci,Soukromníci,285,3.33,0,2,-
2018,Kašpar Václav, ,35,ODS,ODS,10249,2.1,14,27,-
2018,Kaucký Oldřich, ,36,Svobodní,Svobodní,1767,2.19,0,22,-
2018,Kauer František,Ing.,58,SPD,SPD,2418,2.22,0,5,-
2018,Kavina Jiří, ,34,Piráti,BEZPP,5165,2.0,35,42,-
2018,Kepka Vlastimil, ,60,NK,BEZPP,378,1.95,0,25,-
2018,Kesl Miroslav, ,53,ČSSD,ČSSD,3016,2.13,20,23,-
2018,Kielbergerová Renata,Mgr.,57,PRO PLZEŇ,PRO PLZEŇ,2258,2.14,0,24,-
2018,Kielbus Zdeněk,Ing.,66,NK,BEZPP,382,1.97,0,27,-
2018,Kilbergr Vladimír, ,57,ND,BEZPP,212,2.0,0,36,-
2018,Klečka Jiří,MUDr.,46,NPJS,BEZPP,2076,3.42,0,1,-
2018,Kleiner Josef, ,42,DSSS,BEZPP,247,2.33,0,35,-
2018,Klinger Václav, ,47,BPI,BEZPP,249,2.35,0,7,-
2018,Knotek Miroslav,Mgr.,56,ČSSD,ČSSD,3121,2.21,3,6,-
2018,Kocur Michal,MBA,41,NK,BEZPP,2100,1.99,0,41,-
2018,Kočí Patrik, ,26,DSSS,BEZPP,213,2.01,0,43,-
2018,Kočka Antonín, ,56,DSZ-ZA PR.ZVÍŘ.,BEZPP,90,6.7700000000000005,0,3,-
2018,Kočka Antonín, ,31,DSZ-ZA PR.ZVÍŘ.,BEZPP,63,4.74,0,12,-
2018,Kočka Gabriel, ,26,DSZ-ZA PR.ZVÍŘ.,BEZPP,73,5.49,0,7,-
2018,Kočková Věra, ,51,NK,BEZPP,62,4.66,0,15,-
2018,Kodeda Oldřich,Ing.,59,Monarchiste.cz,Monarchiste.cz,490,3.63,0,3,-
2018,Kodedová Helena, ,86,Monarchiste.cz,BEZPP,236,1.74,0,46,-
2018,Kohel Libor, ,54,ODS,ODS,10251,2.1,13,26,-
2018,Kojzar Libor, ,42,ČSSD,ČSSD,3040,2.15,9,12,-
2018,Kojzarová Markéta, ,47,NPJS,BEZPP,1240,2.04,0,31,-
2018,Kokoška Šimon,Mgr.,32,ODS,ODS,10215,2.1,20,33,-
2018,Kolář Antonín,Mgr.,45,STAN,BEZPP,1896,2.35,0,20,-
2018,Koldovský Oldřich, ,61,OPAT,BEZPP,1619,2.01,0,43,-
2018,Kollrossová Jana,Mgr.,47,OPAT,BEZPP,1722,2.14,0,37,-
2018,Kolomazník Oldřich,RSDr.,75,KSČM,KSČM,2598,2.09,29,32,-
2018,Kolomazníková Eva, ,60,KSČM,KSČM,2622,2.11,18,21,-
2018,Konopa Jiří, ,51,NK,BEZPP,69,5.19,0,8,-
2018,Kopačka Roman, ,51,SPD,SPD,2339,2.14,0,18,-
2018,Kopicová Věra,Bc.,58,KDU-ČSL,KDU-ČSL,2510,1.74,42,46,-
2018,Koprda Štefan, ,63,Monarchiste.cz,BEZPP,310,2.29,0,13,-
2018,Kopta Josef, ,72,Soukromníci,BEZPP,157,1.83,0,31,-
2018,Koptík Petr, ,54,NPJS,BEZPP,1263,2.08,0,23,-
2018,Koranda František,JUDr.,73,KSČM,BEZPP,2614,2.1,26,29,-
2018,Koreň Pavel, ,47,DSZ-ZA PR.ZVÍŘ.,BEZPP,62,4.66,0,10,-
2018,Koreňová Milena, ,46,NK,BEZPP,90,6.7700000000000005,0,4,-
2018,Körnerová Nikola,Bc.,26,NPJS,BEZPP,1223,2.01,0,35,-
2018,Kortus Oldřich,PhDr.,42,Monarchiste.cz,BEZPP,326,2.41,0,12,-
2018,Kortusová Zdeňka,Mgr.,35,Monarchiste.cz,BEZPP,258,1.91,0,34,-
2018,Kořanová Barbora,Mgr.,34,ANO,ANO,10553,2.16,1,14,-
2018,Kostner Petr,Ing.,79,Soukromníci,BEZPP,169,1.97,0,30,-
2018,Kotal Jan, ,45,NPJS,BEZPP,1201,1.98,0,43,-
2018,Kotas Pavel,Ing.,37,ČSSD,ČSSD,3411,2.41,3,2,*
2018,Kotora Tomáš,Ing.,52,NK,BEZPP,2635,2.5,0,5,-
2018,Koura Václav,Ing.,65,OPAT,BEZPP,1718,2.13,0,35,-
2018,Kovařík Rostislav,Mgr.,69,NK,BEZPP,421,2.17,0,8,-
2018,Kozák Vladimír, ,56,Monarchiste.cz,BEZPP,271,2.0,0,21,-
2018,Koželuh Kamil, ,18,Monarchiste.cz,BEZPP,248,1.83,0,42,-
2018,Kraftová Patricie,DiS.,39,TOP 09,TOP 09,3012,2.0,32,36,-
2018,Krákorová Petra, ,46,STAN,BEZPP,1754,2.18,0,28,-
2018,Králová Alena,Mgr.,43,NK,BEZPP,2043,1.94,0,45,-
2018,Kratochvíl Zbyněk, ,42,DSSS,DSSS,245,2.31,0,4,-
2018,Kratochvílová Veronika, ,42,DSSS,BEZPP,216,2.03,0,37,-
2018,Krčmář Luděk,Mgr.,46,Monarchiste.cz,BEZPP,527,3.9,0,1,-
2018,Krejčí Radek,Bc.,26,Piráti,Piráti,5625,2.18,1,8,-
2018,Krejčík Josef, ,70,NPJS,BEZPP,1225,2.02,0,28,-
2018,Krejsová Marcela,JUDr.,60,ODS,ODS,10546,2.16,2,15,-
2018,Kresa Jaroslav, ,63,KSČM,KSČM,2571,2.07,34,37,-
2018,Krisl Jindřich, ,33,Soukromníci,BEZPP,193,2.25,0,13,-
2018,Krňoul Štěpán,Mgr.,34,KDU-ČSL,KDU-ČSL,3109,2.15,6,9,-
2018,Krocová Kateřina, ,19,Soukromníci,BEZPP,169,1.97,0,23,-
2018,Kruba Josef, ,85,NK,BEZPP,59,4.44,0,13,-
2018,Krumpholcová Jaroslava, ,47,ANO,ANO,10095,2.06,25,38,-
2018,Kšír Václav, ,67,KSČM,KSČM,2583,2.08,30,33,-
2018,Kubát Jakub,Mgr.,34,ČSSD,ČSSD,2977,2.11,37,40,-
2018,Kuberská Alena, ,59,NK,BEZPP,399,2.06,0,17,-
2018,Kubíčková Monika, ,40,DSSS,BEZPP,220,2.07,0,17,-
2018,Kubík Jan, ,65,KSČM,KSČM,2604,2.09,20,23,-
2018,Kuděj František,Ing.,71,NK,BEZPP,386,1.99,0,34,-
2018,Kudrnovský Petr,Ing.,44,OPAT,BEZPP,1597,1.98,0,45,-
2018,Kunc Jiří,MgA.,28,STAN,BEZPP,1594,1.98,0,46,-
2018,Kuncl Ladislav,MVDr.,63,NK,BEZPP,2270,2.15,0,12,-
2018,Kupková Ivana,Mgr.,59,NK,BEZPP,385,1.99,0,43,-
2018,Kurková Irena, ,58,Monarchiste.cz,BEZPP,265,1.96,0,32,-
2018,Kůs Daniel,Mgr.,44,Piráti,Piráti,5728,2.22,7,7,*
2018,Kutil Tomáš, ,21,NPJS,BEZPP,1249,2.06,0,17,-
2018,Kvit Karel,RSDr.,67,KSČM,KSČM,2513,2.02,42,45,-
2018,Kylián Zdeněk,Bc.,49,DSZ-ZA PR.ZVÍŘ.,DSZ-ZA PR.ZVÍŘ.,79,5.94,0,17,-
2018,Kylišová Jitka,Bc.,45,TOP 09,Zelení,3178,2.11,14,18,-
2018,Lacyk Václav,Ing.,47,TOP 09,TOP 09,3374,2.24,6,8,-
2018,Ladič Milan,Ing.,71,KSČM,KSČM,2604,2.09,22,25,-
2018,Lachmanová Marie,Mgr.,56,KDU-ČSL,BEZPP,2774,1.92,39,43,-
2018,Lakatošová Magdaléna, ,52,ČSSD,ČSSD,2898,2.05,38,42,-
2018,Langmaierová Zlata,Mgr.,32,ANO,ANO,10307,2.11,21,34,-
2018,Laňová Božena,MUDr.,68,NK,BEZPP,2097,1.99,0,40,-
2018,Laštovka Martin, ,18,NK,BEZPP,394,2.03,0,19,-
2018,Ledecká Ludmila, ,47,Soukromníci,Soukromníci,202,2.36,0,9,-
2018,Lednárová Lenka, ,45,BPI,BEZPP,219,2.06,0,15,-
2018,Legát Zdeněk, ,58,NK,BEZPP,155,11.67,0,1,-
2018,Lehký Libor, ,34,Piráti,BEZPP,5446,2.11,19,26,-
2018,Lepionka Petra, ,42,Soukromníci,BEZPP,159,1.85,0,37,-
2018,Leška Martin,Bc.,30,TOP 09,TOP 09,2982,1.98,34,38,-
2018,Levová Jana, ,41,SPD,SPD,2600,2.38,0,1,-
2018,Lifka František, ,68,KSČM,KSČM,2606,2.1,28,31,-
2018,Lipka Jiří,Ing.,41,NK,BEZPP,481,2.48,0,6,-
2018,Liška Jaroslav, ,28,KDU-ČSL,BEZPP,3085,2.13,24,28,-
2018,Liška Jiří,MUDr.,74,ČSSD,ČSSD,3072,2.17,31,34,-
2018,Liška Milan, ,53,KDU-ČSL,BEZPP,2818,1.95,40,44,-
2018,Liška Pavel, ,33,SPD,BEZPP,2456,2.25,0,2,-
2018,Liška Václav,Ing.,85,NK,BEZPP,360,1.86,0,47,-
2018,Lišková Marie,Ing.,59,ANO,ANO,10150,2.07,27,40,-
2018,Lodr Jiří,Ing.,57,KDU-ČSL,KDU-ČSL,3634,2.52,4,10,*
2018,Lokajíček Vlastimil,Bc.,39,ČSSD,ČSSD,3150,2.23,2,4,-
2018,Lomická Kateřina,Mgr.,44,NPJS,BEZPP,1279,2.11,0,18,-
2018,Lorenzová Jana, ,33,ANO,BEZPP,9647,1.97,33,46,-
2018,Loučím Jan,Ing.,69,OPAT,BEZPP,1816,2.25,0,32,-
2018,Luhový Lukáš,Bc.,31,NK,BEZPP,2160,2.05,0,31,-
2018,Lukašáková Iva, ,47,SPD,BEZPP,2229,2.04,0,43,-
2018,Lukavský Jiří,JUDr.,69,KSČM,KSČM,2615,2.1,24,27,-
2018,Lukšan Martin, ,36,ND,BEZPP,212,2.0,0,26,-
2018,Macourková Aneta, ,21,Soukromníci,BEZPP,164,1.91,0,46,-
2018,Mádlová Ivana,PhDr.,52,ANO,ANO,10873,2.22,3,3,*
2018,Mádr Zdeněk,Ing.,61,ODS,ODS,10624,2.18,12,12,*
2018,Macharáček Radek, ,43,Soukromníci,BEZPP,170,1.98,0,22,-
2018,Mainzer František,JUDr.,61,KSČM,KSČM,2639,2.12,25,28,-
2018,Major Václav,Ing.,69,NPJS,BEZPP,1240,2.04,0,25,-
2018,Majorová Eva, ,59,NPJS,BEZPP,1222,2.01,0,33,-
2018,Malast Jan,JUDr.,38,ODS,ODS,9648,1.98,31,44,-
2018,Malina Vlastimil, ,56,OPAT,BEZPP,1888,2.34,0,17,-
2018,Marek Petr,Bc.,44,ČSSD,ČSSD,3007,2.13,21,24,-
2018,Mariňáková Michala,Mgr.,37,KDU-ČSL,KDU-ČSL,3164,2.19,4,6,-
2018,Marková Pavla, ,45,ODS,ODS,10196,2.09,18,31,-
2018,Markuzzi Martin, ,19,ND,BEZPP,228,2.15,0,13,-
2018,Markvartová Eva,Mgr.,55,OPAT,BEZPP,1904,2.36,0,15,-
2018,Martínek Radek, ,44,ND,BEZPP,208,1.96,0,39,-
2018,Martínek Robert,Ing.,40,Monarchiste.cz,BEZPP,329,2.43,0,10,-
2018,Mařík Antonín,Ing.,71,ČSSD,ČSSD,2767,1.96,42,46,-
2018,Maříková Jaroslava,Ing.,65,OPAT,OPAT,2019,2.51,0,7,-
2018,Masnicová Alena, ,63,NK,BEZPP,386,1.99,0,39,-
2018,Mastná Marie,MUDr.,67,NPJS,BEZPP,1343,2.21,0,8,-
2018,Maštálka Ivan,Mgr.,36,KSČM,KSČM,2790,2.24,7,10,-
2018,Maštálková Lenka,Ing.,61,KSČM,KSČM,2662,2.14,14,17,-
2018,Matějka Miroslav,Ing.,51,KDU-ČSL,KAN,2939,2.03,13,17,-
2018,Matějovic Karel,Mgr.,54,ČSSD,ČSSD,3048,2.16,14,17,-
2018,Matoušová Helena, ,58,ODS,ODS,10547,2.16,7,6,*
2018,Maule Petr,PhDr.,28,NK,BEZPP,2223,2.11,0,23,-
2018,Mauleová Naděžda,Ing.,51,PRO Zdraví,PRO Zdraví,2604,2.47,0,3,-
2018,Mauritzová Ilona,doc.,58,ODS,ODS,11069,2.27,6,5,*
2018,Maurová Alena, ,54,Piráti,BEZPP,5416,2.1,25,32,-
2018,Měřínská Zuzana,Ing.,30,NK,BEZPP,477,2.46,0,9,-
2018,Michalčíková Ludmila, ,65,DSSS,BEZPP,231,2.18,0,8,-
2018,Michálek Jan,Ing.,49,OPAT,OPAT,1933,2.4,0,3,-
2018,Mikeš Jan, ,28,DSSS,BEZPP,222,2.09,0,11,-
2018,Miškolci Michal, ,33,Svobodní,Svobodní,1726,2.14,0,23,-
2018,Mládek Michal, ,54,NK,BEZPP,2045,1.94,0,44,-
2018,Mlejnecká Jarmila,Bc.,64,SPD,BEZPP,2304,2.11,0,26,-
2018,Morávek Tomáš,Bc.,27,PRO Zdraví,PRO Zdraví,2110,2.0,0,43,-
2018,Mrázek Jan, ,64,NPJS,BEZPP,1186,1.95,0,42,-
2018,Muchka Radek, ,51,Soukromníci,BEZPP,183,2.14,0,15,-
2018,Mutinská Ladislava,Mgr.,58,Piráti,BEZPP,5407,2.1,26,33,-
2018,Náhlík Petr,Ing.,57,KDU-ČSL,KDU-ČSL,4548,3.15,1,1,*
2018,Nedvídková Jaroslava, ,48,SPD,BEZPP,2294,2.1,0,34,-
2018,Němec Jiří, ,72,NK,BEZPP,355,1.83,0,45,-
2018,Němeček Václav, ,76,ČSSD,ČSSD,3003,2.12,11,14,-
2018,Neubauer Radislav, ,53,ČSSD,ČSSD,3109,2.2,25,28,-
2018,Nevřiva Petr, ,70,Monarchiste.cz,BEZPP,284,2.1,0,17,-
2018,Nosek Petr,Ing.,47,OPAT,BEZPP,1787,2.22,0,27,-
2018,Nosková Miroslava, ,49,Soukromníci,BEZPP,157,1.83,0,38,-
2018,Novák Jan,Bc.,33,KDU-ČSL,KDU-ČSL,2875,1.99,27,31,-
2018,Novák Jaroslav,JUDr.,65,ČSSD,ČSSD,3005,2.13,22,25,-
2018,Novák Zdeněk, ,54,KSČM,KSČM,2558,2.06,39,42,-
2018,Novobilský Milan, ,56,Monarchiste.cz,BEZPP,320,2.37,0,5,-
2018,Novotný Zdeněk,doc.,67,NPJS,NPJS,1678,2.76,0,4,-
2018,Nový Jozef, ,62,KSČM,KSČM,2539,2.04,40,43,-
2018,Nový Karel, ,54,Piráti,BEZPP,4707,1.82,39,46,-
2018,Nový Ladislav, ,38,STAN,BEZPP,1995,2.48,0,12,-
2018,Nový Miloš,Ing.,58,TOP 09,TOP 09,3658,2.43,4,10,*
2018,Odvodyová Iveta, ,49,NK,BEZPP,56,4.21,0,11,-
2018,Olbertová Lenka,Mgr.,34,Soukromníci,BEZPP,169,1.97,0,40,-
2018,Ondráček Petr, ,55,NK,BEZPP,420,2.17,0,13,-
2018,Opatrný Petr, ,58,ND,BEZPP,207,1.95,0,45,-
2018,Ostrčilová Drahoslava, ,50,NK,BEZPP,2141,2.03,0,34,-
2018,Osvald Petr,Ing.,52,ČSSD,ČSSD,3364,2.38,1,3,-
2018,Ottová Ivana, ,59,ANO,ANO,10411,2.13,16,29,-
2018,Ottová Miroslava,Ing.,50,Soukromníci,BEZPP,171,2.0,0,25,-
2018,Pachner Martin,MUDr.,33,KDU-ČSL,BEZPP,3192,2.21,14,18,-
2018,Páníková Hana, ,57,NK,BEZPP,419,2.16,0,12,-
2018,Pastirčák Tomáš,Mgr.,29,Piráti,Piráti,5772,2.24,6,6,*
2018,Pata Kamil, ,65,NK,BEZPP,373,1.92,0,28,-
2018,Patrovský Pavel,Ing.,49,ČSSD,ČSSD,2971,2.1,34,37,-
2018,Pavelec Václav,MUDr.,46,OPAT,BEZPP,1992,2.47,0,9,-
2018,Pavlíčková Věra,MUDr.,61,PRO Zdraví,PRO Zdraví,2326,2.2,0,32,-
2018,Pecka Jiří, ,61,Monarchiste.cz,BEZPP,260,1.92,0,33,-
2018,Pech Dobroslav, ,40,DSSS,BEZPP,213,2.01,0,32,-
2018,Pech Zdeněk,Mgr.,34,Piráti,BEZPP,4384,1.7,40,47,-
2018,Pek Richard, ,51,Monarchiste.cz,BEZPP,242,1.79,0,36,-
2018,Pelcl Petr,Mgr.,42,TOP 09,Zelení,3334,2.22,4,6,-
2018,Peroutka Jaroslav, ,33,BPI,BEZPP,220,2.07,0,27,-
2018,Pešava Jan, ,58,NK,BEZPP,364,1.88,0,40,-
2018,Pešavová Jarmila, ,61,NK,BEZPP,387,2.0,0,14,-
2018,Pešek Jiří, ,31,NPJS,BEZPP,1210,1.99,0,40,-
2018,Pešek Marian,MUDr.,36,STAN,BEZPP,1716,2.13,0,38,-
2018,Pešek Miloš,prof.,68,KDU-ČSL,KDU-ČSL,3111,2.15,15,19,-
2018,Pešík Jiří,Ing.,30,Svobodní,Svobodní,1649,2.05,0,44,-
2018,Pešík Petr,Ing.,45,NPJS,NPJS,1323,2.18,0,6,-
2018,Petrášek Michal,PhDr.,39,ČSSD,ČSSD,3044,2.15,23,26,-
2018,Petrová Jana,PhDr.,49,KDU-ČSL,BEZPP,2738,1.89,38,42,-
2018,Petříček Daniel,Mgr.,45,KDU-ČSL,BEZPP,3519,2.44,2,7,-
2018,Petřík Milan,Bc.,55,ČSSD,ČSSD,2983,2.11,17,20,-
2018,Pfeifer Zdeněk,Bc.,26,Piráti,BEZPP,5419,2.1,24,31,-
2018,Pitule Miroslav, ,34,NPJS,BEZPP,1231,2.03,0,34,-
2018,Podlipný Jiří,MUDr.,49,KDU-ČSL,BEZPP,3478,2.41,3,4,-
2018,Pohl Petr,Mgr.,54,Soukromníci,Soukromníci,280,3.27,0,1,-
2018,Pokorný Richard,JUDr.,39,KSČM,KSČM,2810,2.26,4,7,-
2018,Polata Miroslav, ,50,Soukromníci,BEZPP,187,2.18,0,33,-
2018,Popp Tomáš, ,40,STAN,BEZPP,2355,2.92,0,5,-
2018,Porebski Josef, ,74,NK,BEZPP,347,1.79,0,46,-
2018,Poslední Josef, ,47,KSČM,KSČM,2659,2.14,12,15,-
2018,Pospíšil Martin, ,45,DSSS,DSSS,224,2.11,0,9,-
2018,Poupa Martin,doc.,45,KDU-ČSL,BEZPP,2993,2.07,20,24,-
2018,Pousková Zuzanna, ,45,Monarchiste.cz,BEZPP,268,1.98,0,27,-
2018,Pozníček Vladimír,Ing.,58,NK,BEZPP,397,2.05,0,22,-
2018,Prajka Jana,MUDr.,31,NK,BEZPP,2186,2.07,0,18,-
2018,Prajka Lukáš,MUDr.,33,TOP 09,TOP 09,2784,1.85,40,44,-
2018,Pravda Lukáš, ,25,NK,BEZPP,2163,2.05,0,28,-
2018,Procházka David,Mgr.,43,ANO,ANO,10670,2.18,10,10,*
2018,Prokop Tomáš,Ing.,40,ČSSD,ČSSD,3109,2.2,5,8,-
2018,Prokopová Karolína,Mgr.,44,PRO Zdraví,PRO Zdraví,2263,2.14,0,16,-
2018,Průcha Jiří, ,47,DSSS,BEZPP,204,1.92,0,47,-
2018,Průcha Radoslav, ,50,ANO,ANO,10467,2.14,8,21,-
2018,Průchová Martina,Bc.,30,NK,BEZPP,2156,2.04,0,30,-
2018,Příbek Pavel, ,44,KSČM,BEZPP,2405,1.93,44,47,-
2018,Přibyl Pavel, ,68,SPD,BEZPP,2293,2.1,0,28,-
2018,Pšenička Josef,RNDr.,45,NK,BEZPP,2423,2.3000000000000003,0,7,-
2018,Ptáček Jan,Jakub,39,Svobodní,Svobodní,1707,2.12,0,33,-
2018,Ptáček Martin,Ing.,32,Piráti,Piráti,5745,2.23,2,9,-
2018,Rada Stanislav,MgA.,32,NPJS,BEZPP,1261,2.08,0,32,-
2018,Radová Marie, ,73,NPJS,BEZPP,1222,2.01,0,24,-
2018,Radová Petra, ,37,NPJS,BEZPP,1311,2.16,0,10,-
2018,Rajdl David, ,21,KSČM,BEZPP,2622,2.11,10,13,-
2018,Rajtmajer Josef,Ing.,30,KDU-ČSL,KDU-ČSL,2982,2.06,19,23,-
2018,Rážová Andrea, ,22,NK,BEZPP,65,4.89,0,16,-
2018,Reischig Tomáš,doc.,46,KDU-ČSL,BEZPP,3248,2.25,11,15,-
2018,Reithmaier Jan,Ing.,45,Piráti,BEZPP,5470,2.12,18,25,-
2018,Rezek Jiří,Ing.,35,Piráti,Piráti,6139,2.38,3,2,*
2018,Richterová Jana,Mgr.,41,Monarchiste.cz,BEZPP,335,2.48,0,6,-
2018,Rödl Pavel,Ing.,64,OPAT,OPAT,1675,2.08,0,47,-
2018,Rösch Ludvík,JUDr.,63,OPAT,OPAT,2381,2.96,0,2,-
2018,Rottová Irena, ,55,ODS,ODS,10380,2.13,4,17,-
2018,Rumlová Jitka,MUDr.,50,NK,BEZPP,2497,2.37,0,6,-
2018,Rutová Miloslava,Mgr.,70,ANO,ANO,10134,2.07,29,42,-
2018,Růžička Jiří, ,66,Monarchiste.cz,BEZPP,237,1.75,0,41,-
2018,Růžička Pavel,Ing.,32,KDU-ČSL,KDU-ČSL,2897,2.0,22,26,-
2018,Rybáková Veronika,Bc.,27,TOP 09,TOP 09,2712,1.8,41,45,-
2018,Rybářová-Ročáková Lilka,Mgr.,70,KDU-ČSL,KDU-ČSL,3210,2.22,5,8,-
2018,Ryšavá Dagmar,Mgr.,55,NK,BEZPP,578,2.98,0,3,-
2018,Řehula Jan,Mgr.,44,ODS,BEZPP,10709,2.2,13,13,*
2018,Řepíková Zdeňka,Mgr.,29,ANO,ANO,10500,2.15,5,18,-
2018,Řezníček Zdeněk, ,50,ND,BEZPP,213,2.01,0,23,-
2018,Řežábek Filip, ,30,NK,BEZPP,2140,2.03,0,33,-
2018,Řežábová Helena,Ing.,58,ODS,ODS,10422,2.14,3,16,-
