Rok,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Pocet hlasu lidi,Pocet hlasu v %,Pořadí kand.,Pořadí zvoleni,Mandát
2002,Adamec Pavel,MUDr.,35,US-DEU,US-DEU,2474,2.08,29,26, 
2002,Aloy Zdeněk,Ing.,70,ČSSD,ČSSD,7283,1.8,45,35, 
2002,Anderle Jan,Ing.,46,PVP,PVP,5358,2.92,3,3,*
2002,Andrlík Roman, ,35,ČSSD,ČSSD,7665,1.89,43,33, 
2002,Anton Jiří, ,27,SZ,BEZPP,1343,1.86,16,0, 
2002,Arnošt Patrik, ,30,US-DEU,US-DEU,2476,2.08,13,10, 
2002,Aschenbrenner Lumír,Ing.,42,ODS,ODS,17550,2.36,17,3,*
2002,Aust Jan, ,71,KSČM,KSČM,5068,1.94,47,39, 
2002,Babnič Jan, ,48,ČSSD,ČSSD,8220,2.03,34,24, 
2002,Ballýová Hana, ,61,KSČM,KSČM,5405,2.07,40,32, 
2002,Bardoňová Jana, ,71,KSČM,KSČM,5376,2.06,42,34, 
2002,Bartman Vladislav,Ing.,49,ODS,ODS,16776,2.25,3,5,*
2002,Bartošová Libuše,RNDr.,43,US-DEU,US-DEU,2385,2.0,27,24, 
2002,Basl Jiří,Ing.,33,KDU-ČSL,KDU-ČSL,3133,2.15,17,16, 
2002,Baxa Martin,Mgr.,27,ODS,ODS,17133,2.3,4,6,*
2002,Bayer Rudolf, ,29,US-DEU,US-DEU,2264,1.9,28,25, 
2002,Bednář Milan,Ing.,70,ODA,ODA,624,2.39,4,0, 
2002,Bednář Radomír,Mgr.,42,KDU-ČSL,BEZPP,2696,1.85,34,31, 
2002,Běláč Josef, ,61,KSČM,KSČM,5379,2.06,43,35, 
2002,Beneš Karel, ,72,SŽJ,SŽJ,368,4.17,3,0, 
2002,Beran Pavel, ,48,ODA,BEZPP,449,1.72,29,0, 
2002,Berglová Marie, ,63,ODA,ODA,482,1.85,8,0, 
2002,Bernhardt Tomáš,Mgr.,34,KDU-ČSL,BEZPP,2577,1.76,42,39, 
2002,Bican Jan,Ing.,36,US-DEU,US-DEU,2157,1.81,37,34, 
2002,Bidlo Jaroslav, ,52,KSČM,KSČM,5717,2.19,17,9, 
2002,Bis Jiří,Ing.,61,ČSSD,ČSSD,10816,2.67,1,1,*
2002,Bláhovec Jiří,MUDr.,50,PVP,BEZPP,5011,2.73,7,1, 
2002,Blažková Pavla, ,18,SZ,BEZPP,1568,2.18,10,0, 
2002,Boček Pavel,MUDr.,41,KDU-ČSL,KDU-ČSL,4776,3.27,4,1, 
2002,Bočko Karel,Ing.,53,ODA,ODA,717,2.75,7,0, 
2002,Bochnovič Peter, ,34,PVP,BEZPP,2954,1.61,40,36, 
2002,Bornová Kateřina,MUDr.,33,US-DEU,US-DEU,3868,3.25,3,1, 
2002,Boubín Josef, ,59,ČSSD,ČSSD,8124,2.01,33,23, 
2002,Boučková Květuše, ,74,SŽJ,SŽJ,255,2.89,10,0, 
2002,Brabec Miroslav,Mgr.,47,ČSSD,ČSSD,9914,2.45,3,2,*
2002,Breitfelder Miroslav,Mgr.,36,ODS,ODS,16129,2.17,21,1, 
2002,Brejcha Jaroslav, ,62,KSČM,KSČM,5533,2.12,27,19, 
2002,Brouček Jan, ,54,US-DEU,US-DEU,2289,1.92,22,19, 
2002,Brousek Václav,Ing.,50,ODS,ODS,15611,2.1,29,9, 
2002,Bruner Jiří,Ing.,54,KSČM,KSČM,5656,2.17,22,14, 
2002,Budil Ivo,Doc. RNDr. Ph.D.,37,KDU-ČSL,BEZPP,4662,3.2,6,2, 
2002,Bugoš Jaroslav, ,51,KSČM,KSČM,5683,2.18,13,5, 
2002,Buňatová Marcela,MUDr.,29,PVP,BEZPP,3379,1.84,35,31, 
2002,Burda Miroslav,Ing.,38,PVP,BEZPP,2435,1.32,47,43, 
2002,Bureš Jaroslav, ,63,SŽJ,SŽJ,277,3.14,11,0, 
2002,Burešová Eva, ,61,ČSSD,ČSSD,8106,2.0,29,19, 
2002,Bystřická Jana, ,52,KSČM,KSČM,6626,2.54,1,1,*
2002,Caltová Marie, ,58,PVP,BEZPP,4513,2.46,17,7, 
2002,Čechová Radmila,Ing.,51,US-DEU,US-DEU,3427,2.88,2,3, 
2002,Čechura Ladislav,MUDr.,31,ODA,BEZPP,885,3.4,25,0, 
2002,Čechurová Šárka,Mgr.,44,PVP,BEZPP,3106,1.69,42,38, 
2002,Čejka Jaroslav, ,69,US-DEU,US-DEU,1926,1.62,41,38, 
2002,Černá Hana, ,43,PVP,BEZPP,3542,1.93,36,32, 
2002,Černý Karel, ,54,PVP,KAN,3826,2.08,13,11, 
2002,Čipera Ivan,Ing.,40,SZ,SZ,2609,3.63,3,0, 
2002,Čipera Vladimír, ,37,SZ,BEZPP,1450,2.01,12,0, 
2002,Daniel Antonín, ,39,ODS,ODS,14834,1.99,40,20, 
2002,Dbalý Miroslav,Ing.,58,ČSSD,ČSSD,8589,2.12,21,11, 
2002,Divišová Ivanka, ,54,KSČM,KSČM,5703,2.19,14,6, 
2002,Divišová Jana, ,34,ODA,BEZPP,592,2.27,17,0, 
2002,Dolanský Petr,RNDr.,60,ODA,BEZPP,883,3.39,30,0, 
2002,Dolanský Petr, ,34,US-DEU,US-DEU,2703,2.27,18,15, 
2002,Dolejš Jiří, ,53,SZ,SZ,1249,1.73,28,0, 
2002,Doležalová Ivonna, ,42,SZ,BEZPP,2408,3.35,2,0, 
2002,Doležel Tomáš,MUDr.,45,US-DEU,US-DEU,2513,2.11,24,21, 
2002,Domanický Petr,Ing. arch.,29,US-DEU,BEZPP,3898,3.28,8,3,*
2002,Dostálová Danuše, ,31,SŽJ,SŽJ,449,5.09,8,0, 
2002,Dostálová Vlastimila,Mgr.,55,ODS,ODS,13623,1.83,46,26, 
2002,Drápalová Barbora,Bc.,25,KDU-ČSL,KDU-ČSL,2611,1.79,29,26, 
2002,Drnek Jan, ,41,PVP,BEZPP,3563,1.94,22,19, 
2002,Duda Bohuslav, ,35,ODS,ODS,14575,1.96,42,22, 
2002,Duda Milan,JUDr.,44,KDU-ČSL,KDU-ČSL,2927,2.0,27,24, 
2002,Duchek Vladimír,Ing. Ph.D.,37,PVP,PVP,6110,3.33,1,2,*
2002,Duchková Stanislava,prom.ped.,65,ODS,ODS,15280,2.05,32,12, 
2002,Fajfrová Eva,RNDr.,48,KDU-ČSL,KDU-ČSL,2658,1.82,35,32, 
2002,Fialová Blanka,Ing.,49,KSČM,KSČM,5723,2.2,16,8, 
2002,Fojtíček Ctibor,Ing.,64,ODA,ODA,1371,5.27,2,0, 
2002,Fojtíček Martin,Mgr. et Mgr.,31,KDU-ČSL,BEZPP,3130,2.14,26,23, 
2002,Formánek Petr, ,57,SZ,SZ,1089,1.51,42,0, 
2002,Frank Stanislav,Mgr.,47,PVP,PVP,4583,2.5,8,6, 
2002,Frouz Robert,Mgr.,33,KDU-ČSL,BEZPP,3113,2.13,20,18, 
2002,Fuchsová Radka,MUDr.,31,PVP,BEZPP,3065,1.67,41,37, 
2002,Gregoričová Marie,Mgr.,27,PVP,BEZPP,2870,1.56,44,40, 
2002,Hájek Marcel,MUDr.,37,ODA,BEZPP,1684,6.47,14,0, 
2002,Hájek Miroslav,Ing. RNDr.,45,SZ,SZ,2152,2.99,9,0, 
2002,Hajný Stanislav,Ing.,63,ODS,ODS,16513,2.22,7,9,*
2002,Halla Marcel, ,50,PVP,BEZPP,3435,1.87,27,23, 
2002,Hánová Hana, ,52,ODA,BEZPP,417,1.6,36,0, 
2002,Hanzíková Eva,Ing.,34,SZ,BEZPP,1398,1.94,20,0, 
2002,Hauer Václav, ,53,ČSSD,ČSSD,8011,1.98,38,28, 
2002,Havlíčková Anna,JUDr.,50,SZ,BEZPP,2017,2.8,8,0, 
2002,Havlíková Hana,MUDr.,68,SŽJ,SŽJ,867,9.82,2,0, 
2002,Hejný Tomáš,Ing.,25,SZ,BEZPP,1257,1.74,37,0, 
2002,Hendrych Vladimír,Ing.,46,ODA,BEZPP,688,2.64,12,0, 
2002,Heřman Karel, ,58,KSČM,KSČM,5830,2.24,7,7,*
2002,Hessová Jaroslava,Mgr.,44,ČSSD,ČSSD,8371,2.07,35,25, 
2002,Heyduková Ivana,Ing.,34,ODA,BEZPP,590,2.26,22,0, 
2002,Hlásek František, ,43,KSČM,KSČM,5803,2.23,9,2, 
2002,Hodina Vlastimil, ,69,SŽJ,SŽJ,258,2.92,12,0, 
2002,Hógel Josef,Ing. CSc.,58,ODS,ODS,14816,1.99,41,21, 
2002,Holakovský Břetislav, ,76,KSČM,KSČM,5538,2.12,30,22, 
2002,Holenda Jiří,Doc. RNDr. CSc.,69,SNK ED,BEZPP,4635,3.9,11,1,*
2002,Holmanová Květa, ,43,US-DEU,US-DEU,2737,2.3,9,7, 
2002,Honců Antonín,Ing.,59,US-DEU,US-DEU,2359,1.98,14,11, 
2002,Horneková Marie, ,23,SZ,BEZPP,1075,1.49,44,0, 
2002,Hornofová Zdeňka,Dr.,55,KSČM,KSČM,5970,2.29,5,5,*
2002,Houška Josef,Mgr.,55,ČSSD,ČSSD,9110,2.25,7,9,*
2002,Houšková Božena, ,61,ODA,ODA,667,2.56,5,0, 
2002,Houžvička Jan,Ing.,31,SNK ED,BEZPP,2550,2.14,19,16, 
2002,Hrach Jaroslav, ,46,SZ,SZ,1520,2.11,27,0, 
2002,Hrstka Jan, ,51,SŽJ,SŽJ,471,5.34,13,0, 
2002,Hrubá Jarmila, ,37,KSČM,KSČM,5529,2.12,37,29, 
2002,Hrubeš František,Dr.,50,KSČM,KSČM,5964,2.29,4,4,*
2002,Hrubý Jaroslav,Ing.,55,KDU-ČSL,KDU-ČSL,2842,1.95,9,9, 
2002,Hrubý Karel,Ing.,54,KDU-ČSL,KDU-ČSL,3062,2.1,7,7, 
2002,Hubač Rudolf, ,62,US-DEU,US-DEU,2111,1.77,36,33, 
2002,Hus Miroslav,PhDr.,48,PVP,PVP,4465,2.43,11,8, 
2002,Hyťha Martin, ,19,SNK ED,BEZPP,2381,2.0,23,20, 
2002,Chalupný Michal,Bc.,33,ČSSD,ČSSD,7871,1.94,41,31, 
2002,Chán Emanuel,Ing.,52,ČSSD,ČSSD,8623,2.13,19,9, 
2002,Chánová Eva, ,54,ČSSD,ČSSD,7852,1.94,40,30, 
2002,Charvátová Ludmila, ,42,ODA,BEZPP,438,1.68,34,0, 
2002,Chládková Jana, ,60,SZ,BEZPP,1145,1.59,36,0, 
2002,Choc Jaroslav,Mgr.,73,ČSSD,ČSSD,8290,2.05,32,22, 
2002,Chovanec Milan, ,32,ČSSD,ČSSD,9435,2.33,2,5,*
2002,Chromý Václav, ,39,ODA,BEZPP,404,1.55,31,0, 
2002,Jahl Jiří, ,66,ODS,ODS,15174,2.04,34,14, 
2002,Jandl Petr, ,61,ODS,ODS,15143,2.03,35,15, 
2002,Jandošová Alena, ,40,SŽJ,SŽJ,468,5.3,15,0, 
2002,Janouškovec Pavel, ,43,KDU-ČSL,BEZPP,3422,2.34,21,6, 
2002,Jedlík Jiří,Ing.,64,ČSSD,ČSSD,6681,1.65,47,37, 
2002,Jehličková Jaroslava, ,46,PVP,BEZPP,3443,1.87,24,20, 
2002,Ježdík Bohuslav, ,24,SZ,BEZPP,1189,1.65,35,0, 
2002,Ježek Vlastislav, ,69,KSČM,KSČM,5423,2.08,39,31, 
2002,Ježková Zdeňka, ,65,KSČM,KSČM,5286,2.03,45,37, 
2002,Jílek Viktor,Ing.,37,PVP,BEZPP,3722,2.03,28,24, 
2002,Jindrová Jaroslava, ,39,SŽJ,BEZPP,522,5.91,14,0, 
2002,Jiruš Bedřich, ,67,KSČM,KSČM,5506,2.11,28,20, 
2002,Jirušová Hana, ,65,KSČM,KSČM,5481,2.1,32,24, 
2002,Jíšová Andrea, ,23,ČSSD,ČSSD,7199,1.78,46,36, 
2002,Jurečko Roman, ,35,ODS,ODS,15874,2.13,13,15,*
2002,Kafka Milan, ,35,ODA,BEZPP,448,1.72,27,0, 
2002,Kalčík Jiří,Ing.,40,KDU-ČSL,BEZPP,2784,1.91,30,27, 
2002,Kalous Miroslav,Ing.,37,ODS,ODS,18283,2.46,2,2,*
2002,Kasl Rudolf, ,34,ODS,ODS,15950,2.14,12,14,*
2002,Kašková Karla,Mgr.,38,ODA,BEZPP,532,2.04,33,0, 
2002,Kašpar Jaromír, ,55,KDU-ČSL,BEZPP,3364,2.3,14,13, 
2002,Klajsner Lubomír,Ing.,43,ODS,ODS,15263,2.05,37,17, 
2002,Klas Miroslav,Ing.,54,PVP,PVP,4280,2.33,6,9, 
2002,Klér Petr, ,57,SZ,BEZPP,1282,1.78,19,0, 
2002,Klíma Vítězslav, ,46,ČSSD,ČSSD,8719,2.15,26,16, 
2002,Klinkovská Alena, ,58,US-DEU,US-DEU,2038,1.71,38,35, 
2002,Kodeda Oldřich,Ing. arch.,43,PVP,BEZPP,4690,2.55,9,3, 
2002,Kolečková Jana, ,49,US-DEU,US-DEU,1853,1.56,44,41, 
2002,Komzáková Marie,MUDr.,56,KDU-ČSL,BEZPP,2512,1.72,45,42, 
2002,Kopáček Radim, ,28,ODS,ODS,15870,2.13,20,20,*
2002,Kortan Karel, ,51,PVP,BEZPP,2920,1.59,43,39, 
2002,Kosnar Miloslav, ,50,ODS,ODS,15792,2.12,25,5, 
2002,Koutecký Zdeněk,MUDr.,46,ODS,ODS,17543,2.36,14,4,*
2002,Kovářík Václav, ,52,ODS,ODS,15348,2.06,39,19, 
2002,Krajdl Ladislav,Bc.,38,SNK ED,BEZPP,2743,2.31,15,12, 
2002,Král Jan,Ing.,32,US-DEU,US-DEU,3025,2.54,6,5, 
2002,Královec František,Ing.,54,ODA,BEZPP,479,1.84,23,0, 
2002,Kraus Josef, ,48,ODA,ODA,606,2.33,10,0, 
2002,Krejčová Zlatuška, ,58,US-DEU,US-DEU,2162,1.82,33,30, 
2002,Krejsová Marcela,Mgr.,44,ODS,ODS,16150,2.17,16,17,*
2002,Krejsová Vanesa,Mgr.,28,ODS,ODS,16402,2.2,10,12,*
2002,Kreuzberg Boris,Doc. MUDr. CSc.,52,KDU-ČSL,KDU-ČSL,5442,3.73,3,1,*
2002,Krs Michael,MUDr.,37,ODS,ODS,15892,2.13,26,6, 
2002,Krupička Jaroslav, ,60,ČSSD,ČSSD,8864,2.19,12,3, 
2002,Kružej Luděk, ,41,US-DEU,US-DEU,1907,1.6,42,39, 
2002,Krysl Jan, ,67,ČSSD,ČSSD,8297,2.05,27,17, 
2002,Krýslová Ivana,Mgr.,42,KDU-ČSL,KDU-ČSL,3004,2.06,13,12, 
2002,Krystl Ladislav,Ing.,34,KDU-ČSL,KDU-ČSL,2424,1.66,41,38, 
2002,Křemenák Karel, ,73,KSČM,KSČM,5572,2.14,33,25, 
2002,Kříž Antonín,Dr. Ing.,31,KDU-ČSL,BEZPP,2841,1.95,32,29, 
2002,Křižan Jindřich,MUDr.,38,PVP,BEZPP,3431,1.87,37,33, 
2002,Kubáčková Kateřina,MUDr.,38,KDU-ČSL,KDU-ČSL,2682,1.84,43,40, 
2002,Kuběna René, ,31,ČSSD,ČSSD,8462,2.09,23,13, 
2002,Kubík Jiří, ,25,ODS,ODS,14217,1.91,44,24, 
2002,Kufner Jan, ,67,SŽJ,SŽJ,402,4.55,4,0, 
2002,Kural Václav, ,25,SZ,BEZPP,1385,1.92,21,0, 
2002,Kural Václav, ,50,SZ,BEZPP,888,1.23,47,0, 
2002,Kůs Jaroslav, ,52,ODA,BEZPP,560,2.15,37,0, 
2002,Kuthan Jiří, ,53,ČSSD,ČSSD,8813,2.18,25,15, 
2002,Kuthanová Dagmar,Mgr.,41,KDU-ČSL,KDU-ČSL,2550,1.75,37,34, 
2002,Kvit Karel,Ing.,51,KSČM,KSČM,5753,2.21,11,4, 
2002,Kybicová Daniela,Ing.,56,US-DEU,US-DEU,2173,1.83,31,28, 
2002,Kydlíčková Jana, ,51,SZ,SZ,1315,1.83,26,0, 
2002,Lang Václav, ,23,SZ,BEZPP,1197,1.66,40,0, 
2002,Levora Miroslav,Ing.,55,ODS,ODS,16076,2.16,11,13,*
2002,Lifka František, ,52,KSČM,KSČM,5896,2.26,10,3, 
2002,Linhart Jiří, ,35,SZ,BEZPP,1359,1.89,18,0, 
2002,Linka Pavel, ,37,KDU-ČSL,BEZPP,2537,1.74,36,33, 
2002,Lisenko Radim, ,29,ČSSD,ČSSD,8723,2.15,15,5, 
2002,Liška Jiří,MUDr. CSc.,58,ČSSD,ČSSD,9731,2.4,8,3,*
2002,Liška Milan, ,37,KDU-ČSL,BEZPP,2740,1.88,38,35, 
2002,Lobkowicz Vladimír, ,29,KDU-ČSL,BEZPP,4579,3.14,18,3, 
2002,Lodr Jiří,Ing.,41,KDU-ČSL,KDU-ČSL,4973,3.41,2,3,*
2002,Lomberský Jiří,Mgr.,69,PVP,PVP,3729,2.03,14,12, 
2002,Lontschar Jan,Ing.,28,KDU-ČSL,BEZPP,2709,1.85,24,21, 
2002,Lorenz Tomáš, ,51,ODA,BEZPP,561,2.15,20,0, 
2002,Lorenzová Milada, ,79,ODA,BEZPP,389,1.49,35,0, 
2002,Loučím Jan,Ing.,53,US-DEU,US-DEU,3485,2.93,5,2, 
2002,Lukáš Oldřich,Ing.,48,SZ,SZ,1520,2.11,11,0, 
2002,Lukáš Petr,Ing.,50,US-DEU,US-DEU,2257,1.9,26,23, 
2002,Maciarzová Helena,Ing.,32,US-DEU,US-DEU,2608,2.19,21,18, 
2002,Mach Alois, ,61,SZ,SZ,1870,2.6,7,0, 
2002,Makoň Karel, ,29,SZ,BEZPP,5808,8.08,1,0, 
2002,Makrlíková Věra,MUDr.,30,PVP,BEZPP,3385,1.84,39,35, 
2002,Malota Jaroslav, ,35,ODS,ODS,15284,2.05,31,11, 
2002,Malý Radek, ,31,ODS,ODS,15438,2.07,28,8, 
2002,Marian Jaroslav, ,45,US-DEU,US-DEU,2451,2.06,12,9, 
2002,Martinovský Ivan,PhDr. Ing.,65,PVP,BEZPP,3993,2.17,16,14, 
2002,Maříková Jaroslava,Ing.,49,ODS,ODS,14991,2.01,45,25, 
2002,Matějka Miroslav,Ing.,35,PVP,KAN,3563,1.94,26,22, 
2002,Mazín Václav,Ing.,50,PVP,BEZPP,3746,2.04,15,13, 
2002,Mejstříková Zdena,MUDr.,50,ČSSD,ČSSD,8803,2.17,24,14, 
2002,Melichar Daniel, ,29,ČSSD,ČSSD,8776,2.17,14,4, 
2002,Měřínský Vladimír, ,47,ODA,BEZPP,585,2.24,16,0, 
2002,Miklánek Jiří, ,30,US-DEU,US-DEU,2220,1.87,34,31, 
2002,Miksová Hana,Ing.,40,KDU-ČSL,KDU-ČSL,2820,1.93,15,14, 
2002,Milota Miloslav, ,49,US-DEU,US-DEU,2436,2.05,17,14, 
2002,Motl Leoš,Ing.,34,SNK ED,BEZPP,2907,2.44,7,6, 
2002,Moulis Martin, ,24,KDU-ČSL,KDU-ČSL,2923,2.0,19,17, 
2002,Mudra Milan, ,59,ČSSD,ČSSD,9119,2.25,17,7, 
2002,Mužík Zdeněk,Ing.,43,SNK ED,BEZPP,3338,2.81,4,4, 
2002,Myslík Jiří,Doc. Ing. CSc.,59,SŽJ,BEZPP,1827,20.71,1,0, 
2002,Náhlík Petr,Ing.,41,KDU-ČSL,KDU-ČSL,5073,3.48,1,2,*
2002,Náhlík Zdeněk, ,50,KSČM,KSČM,5757,2.21,19,11, 
2002,Navara Vladimír,Ing. Ph.D.,39,PVP,BEZPP,2763,1.5,46,42, 
2002,Němec Vladimír,Doc. PhDr. CSc.,75,KSČM,KSČM,5465,2.1,36,28, 
2002,Němeček Václav, ,60,ČSSD,ČSSD,8348,2.06,22,12, 
2002,Němejc Jan, ,35,ODS,ODS,15466,2.08,33,13, 
2002,Netolická Jana,Mgr.,64,ODA,ODA,677,2.6,9,0, 
2002,Netolický Pavel, ,21,ODS,ODS,14495,1.95,43,23, 
2002,Neuberg Lumír,Ing.,37,ČSSD,ČSSD,8994,2.22,9,10,*
2002,Nováčková Michaela,Mgr.,49,KDU-ČSL,BEZPP,2474,1.69,40,37, 
2002,Novák Pavel,Ing.,65,ČSSD,ČSSD,7997,1.97,36,26, 
2002,Novák Zdeněk, ,41,KSČM,KSČM,5516,2.12,38,30, 
2002,Opial Jaroslav, ,49,SZ,BEZPP,1278,1.77,33,0, 
2002,Osvald Petr,Ing.,36,ČSSD,ČSSD,9409,2.32,4,6,*
2002,Otásek Petr, ,52,ČSSD,ČSSD,9090,2.25,10,1, 
2002,Paisker Miloš, ,25,SZ,BEZPP,1179,1.64,38,0, 
2002,Paleček Karel,Mgr.,25,ODS,ODS,16625,2.23,5,7,*
2002,Pavelková Milena,Mgr.,56,ČSSD,ČSSD,9297,2.3,6,8,*
2002,Pekárová Lada,Bc.,30,SZ,SZ,1758,2.44,5,0, 
2002,Pešta Michal, ,24,SZ,BEZPP,1506,2.09,13,0, 
2002,Petelíková Marie, ,54,KSČM,KSČM,5506,2.11,34,26, 
2002,Pihrt Miroslav,Ing.,56,KSČM,KSČM,6183,2.37,3,3,*
2002,Pláničková Radmila,Mgr.,37,SZ,SZ,1282,1.78,39,0, 
2002,Plucar Lukáš, ,23,ČSSD,ČSSD,8313,2.05,30,20, 
2002,Podaný Jiří, ,56,KSČM,KSČM,5505,2.11,35,27, 
2002,Podaný Josef, ,59,ČSSD,ČSSD,7568,1.87,44,34, 
2002,Podlipný Jiří,MUDr.,33,PVP,BEZPP,3979,2.17,25,21, 
2002,Polata Miroslav, ,34,ODA,BEZPP,452,1.73,28,0, 
2002,Polívka Pavel,Ing.,54,KDU-ČSL,KDU-ČSL,2323,1.59,44,41, 
2002,Ponikelská Jaroslava,Ing.,52,ODA,BEZPP,662,2.54,13,0, 
2002,Popp Tomáš, ,24,SZ,BEZPP,1999,2.78,4,0, 
2002,Popule Petr,Ing.,49,ODA,BEZPP,780,2.99,11,0, 
2002,Poslední Josef, ,31,KSČM,KSČM,5776,2.22,20,12, 
2002,Pošta Václav,Ing.,61,SŽJ,BEZPP,444,5.03,9,0, 
2002,Prokešová Blažena,Mgr.,58,US-DEU,US-DEU,2299,1.93,25,22, 
2002,Prokešová Marcela, ,28,KSČM,KSČM,5801,2.23,15,7, 
2002,Prokopcová Ladislava, ,49,PVP,BEZPP,3767,2.05,19,16, 
2002,Prudková Olga,Ing.,44,US-DEU,US-DEU,1717,1.44,46,43, 
2002,Průchová Jana, ,28,SZ,BEZPP,1130,1.57,43,0, 
2002,Průša Josef,Doc. Ing. CSc.,63,ČSSD,ČSSD,9511,2.35,13,4,*
2002,Přibík František,Ing.,50,ODA,BEZPP,599,2.3,21,0, 
2002,Příhoda Zdeněk, ,40,SZ,SZ,1328,1.84,22,0, 
2002,Pyrgalová Jitka, ,51,KSČM,KSČM,5688,2.18,21,13, 
2002,Pytel Milan,Ing.,41,KDU-ČSL,BEZPP,2114,1.45,46,43, 
2002,Pytlík Martin, ,56,ODS,ODS,16174,2.17,8,10,*
2002,Rach Jan,Ing.,39,US-DEU,BEZPP,2258,1.9,32,29, 
2002,Rajtmajer Karel,Ing.,48,KDU-ČSL,KDU-ČSL,3101,2.12,23,20, 
2002,Rauch Stanislav,Ing.,49,PVP,BEZPP,4149,2.26,12,10, 
2002,Reischig Tomáš,MUDr.,30,PVP,BEZPP,3686,2.01,29,25, 
2002,Rozšafný Oldřich,Ing.,43,KDU-ČSL,KDU-ČSL,2667,1.83,22,19, 
2002,Rudolf Ondřej, ,31,KDU-ČSL,BEZPP,2778,1.9,12,11, 
2002,Rund Petr,Ing.,27,ODS,ODS,15869,2.13,18,18,*
2002,Růttová Jarmila, ,71,KSČM,KSČM,5389,2.07,41,33, 
2002,Růžička Filip, ,23,SZ,SZ,1248,1.73,29,0, 
2002,Růžička Jiří, ,55,SZ,SZ,1759,2.44,6,0, 
2002,Růžička Karel, ,54,SZ,BEZPP,1393,1.93,17,0, 
2002,Ryba Stanislav,Ing.,38,SŽJ,BEZPP,775,8.78,6,0, 
2002,Rybářová-Ročáková Lilka,Mgr.,54,KDU-ČSL,KDU-ČSL,4267,2.92,5,4, 
2002,Řezáč Jaroslav,Mgr.,51,ODA,ODA,1762,6.77,1,0, 
2002,Řezáčová Kateřina,MUDr.,50,US-DEU,US-DEU,2200,1.85,43,40, 
2002,Samek Jiří, ,71,ČSSD,ČSSD,8941,2.21,18,8, 
2002,Samek Václav, ,46,ODS,ODS,15646,2.1,30,10, 
2002,Saurová Růžena, ,60,ODA,BEZPP,445,1.71,19,0, 
2002,Sedláček Vladimír, ,48,KSČM,KSČM,5712,2.19,18,10, 
2002,Sequens Richard,MUDr. Ph.D.,46,PVP,BEZPP,7378,4.02,10,1,*
2002,Slabý Vratislav, ,32,US-DEU,US-DEU,2577,2.17,10,8, 
2002,Slámová Miloslava, ,46,US-DEU,US-DEU,2194,1.84,30,27, 
2002,Smitková Marie, ,51,PVP,BEZPP,3289,1.79,34,30, 
2002,Sojka Oldřich,MUDr.,58,ČSSD,ČSSD,8409,2.08,37,27, 
2002,Sova František,Prof. Ing. CSc.,65,ČSSD,ČSSD,8765,2.17,31,21, 
2002,Spudich Jan,MUDr.,29,PVP,BEZPP,2770,1.51,45,41, 
2002,Srbecká Božena,RNDr. Mgr.,39,KDU-ČSL,BEZPP,2671,1.83,28,25, 
2002,Stehlík Čeněk,Ing.,46,PVP,BEZPP,3465,1.89,31,27, 
2002,Steininger Michal, ,18,US-DEU,US-DEU,2158,1.81,35,32, 
2002,Stelzer Pavel,Ing.,52,ODA,ODA,2141,8.23,3,0, 
2002,Straka Petr,JUDr.,53,KSČM,KSČM,6093,2.34,6,6,*
2002,Straková Stanislava, ,72,KSČM,KSČM,5319,2.04,44,36, 
2002,Suda Karel, ,53,KSČM,KSČM,5690,2.18,25,17, 
2002,Svatoš Miroslav,MVDr.,41,PVP,BEZPP,4624,2.52,23,4, 
2002,Svoboda Miroslav,Mgr.,40,KDU-ČSL,KDU-ČSL,3552,2.43,10,5, 
2002,Syka Karel,Mgr.,53,PVP,BEZPP,5180,2.82,2,4,*
2002,Szikszay Karel, ,39,ODS,ODS,12827,1.72,47,27, 
2002,Šafář Eduard,Ing.,58,KDU-ČSL,BEZPP,1926,1.32,47,44, 
2002,Šantín Vladislav, ,54,ODA,BEZPP,547,2.1,18,0, 
2002,Šantínová Milada, ,79,ODA,ODA,511,1.96,6,0, 
2002,Šantínová Věra, ,50,KDU-ČSL,BEZPP,2958,2.03,8,8, 
2002,Šauer Vlastimil, ,57,SZ,SZ,1171,1.63,41,0, 
2002,Šedo Ilja,Bc.,51,PVP,BEZPP,3491,1.9,30,26, 
2002,Šimáčková Věra, ,60,SZ,SZ,918,1.27,46,0, 
2002,Šimák Miloslav,Ing.,52,ČSSD,ČSSD,9211,2.28,5,7,*
2002,Šimíková Hana, ,40,KSČM,BEZPP,5600,2.15,31,23, 
2002,Šimůnková Eva,Ing.,55,ODA,BEZPP,512,1.96,26,0, 
2002,Škopek Vladimír, ,52,KDU-ČSL,KDU-ČSL,2516,1.72,39,36, 
2002,Šlajsová Miloslava,Ing.,50,ODS,ODS,15825,2.12,23,3, 
2002,Šmejkal Jaromír,Ing.,77,US-DEU,US-DEU,1691,1.42,45,42, 
2002,Šmolíková Bohumila, ,68,US-DEU,US-DEU,1998,1.68,40,37, 
2002,Šnajdr Jan, ,36,SZ,BEZPP,1475,2.05,25,0, 
2002,Šneberger Jiří,Ing.,42,ODS,ODS,21459,2.88,1,1,*
2002,Šorm Rudolf,Ing.,52,PVP,BEZPP,3209,1.75,38,34, 
2002,Šťáhlavská Božena, ,58,ODA,BEZPP,434,1.66,32,0, 
